src_id,dst_id,weight
15,1571,105
15,1572,1275
15,1578,15
15,1586,10
15,1589,20
15,1590,151
15,1591,1715
15,1596,298
15,1604,20
15,1606,260
15,1610,4320
15,1614,60
15,1618,321
15,1620,1857
15,1628,319
15,1630,122
15,1632,2330
15,1636,25
15,1645,30
15,1649,25
15,1656,180
15,1660,75
15,1663,24
15,1671,448
15,1675,786
15,1681,1621
15,1685,3985
15,1688,100
15,1691,287
15,1697,12
15,1702,235
15,1703,370
15,1704,1139
15,1705,25
15,1707,1929
15,1710,150
15,1712,110
15,1718,50
15,1719,65
15,1721,60
15,1724,108
15,1732,125
15,1733,25
15,1735,10
15,1736,51640
15,1743,80
15,1746,3094
15,1748,631
15,1757,40
15,1758,100
15,1759,1050
15,1767,856
15,1769,6
15,1773,25
15,1785,642
15,1787,220
15,1790,542
15,1793,50
15,1794,70
15,1795,60
15,1797,200
15,1798,40
15,1800,7140
15,1802,1980
15,1803,132
15,1808,80
15,1812,222
15,1814,75
15,1815,50
15,1816,142
15,1819,50
15,1820,60
15,1822,54
15,1823,25
15,1826,25
15,1832,25
15,1834,17
15,1836,125
15,1841,30
15,1842,108
15,1844,513
15,1848,56
15,1858,241
15,1862,25
15,1863,95
15,1864,614
15,1867,1776
15,1868,1790
15,1870,2515
15,1874,10
15,1875,12
15,1877,151
15,1880,648
15,1882,100
15,1886,75
15,1891,25
15,1892,230
15,1897,60
15,1898,1610
15,1904,12
15,1911,3472
15,1914,15
15,1915,150
15,1918,45
15,1919,10059
15,1921,10
15,1933,150
15,1935,20
15,1950,110
15,1952,25
15,1954,85
15,1957,12
15,1958,648
15,1973,330
15,1975,3455
15,1978,32698
15,1979,680
15,1983,559
15,1989,1010
15,2033,1028
15,2051,6847
15,2075,450
15,2081,100
15,2084,2884
15,2087,946
15,2093,5
15,2097,167
15,2119,106
15,2125,408
15,2133,80
15,2139,325
15,2148,25
15,2150,235
15,2153,595
15,2154,150
15,2169,80
15,2172,50
15,2173,532
15,2184,25
15,2193,550
15,2194,30
15,2196,80
15,2197,158
15,2218,544
15,2219,145
15,2221,421
15,2236,5
15,2239,25
15,2242,80
15,2243,80
15,2245,50
15,2249,119
15,2262,30
15,2265,1661
15,2270,1391
15,2276,653
15,2277,50
15,2279,18
15,2281,198
15,2282,30
15,2286,6
15,2287,22
15,2290,79
15,2306,141
15,2307,933
15,2310,25
15,2312,75
15,2320,240
15,2321,30
15,2324,60
15,2336,43
15,2348,10
15,2358,110
15,2364,2565
15,2401,1483
15,2428,160
15,2465,2300
15,2520,104
15,2522,150
15,2524,325
15,2525,15
15,2541,460
15,2542,160
15,2556,60
15,2573,75
15,2596,10
15,2598,27
15,2599,25
15,2602,1730
15,2608,138
15,2618,45
15,2620,1581
15,2624,225
15,2634,7552
15,2636,50
15,2649,7048
15,2651,846
15,2652,320
15,2660,30
15,2661,1408
15,2662,25
15,2671,120
15,2672,212
15,2674,3515
15,2675,446
15,2676,705
15,2680,155
15,2681,110
15,2685,84
15,2687,50
15,2692,535
15,2693,148
15,2697,30
15,2705,185
15,2706,70
15,2710,944
15,2712,465
15,2713,65
15,2729,6894
15,2730,93
15,2742,8191
15,2745,170
15,2757,508
15,2766,10
15,2771,30
15,2781,140
15,2784,4693
15,2788,85
15,2789,90
15,2790,270
15,2792,45
15,2796,822
15,2801,33197
15,2805,72
15,2806,78
15,2810,1674
15,2815,264
15,2817,120
15,2818,358
15,2822,104
15,2828,90
15,2830,65
15,2832,758
15,2833,15
15,2835,72
15,2839,656
15,2840,2887
15,2844,75
15,2854,30
15,2865,675
15,2884,30
15,2885,1030
15,2886,102
15,2887,725
15,2895,341
15,2897,276
15,2899,119
15,2902,192
15,2903,35
15,2904,925
15,2905,102
15,2908,1325
15,2912,20
15,2917,20
15,2920,353
15,2924,220
15,2930,5
15,2942,106
15,2943,151
15,2944,30
15,2947,2355
15,2949,50
15,2956,490
15,2959,383
15,2964,105
15,2966,12
15,2990,10
15,2991,25
15,2996,30
15,3001,5
15,3019,163
15,3024,75
15,3029,20
15,3032,2742
15,3043,110
15,3054,150
15,3057,32
15,3058,25
15,3070,25
15,3074,64
15,3075,384
15,3077,424
15,3079,4465
15,3082,25
15,3087,10
15,3089,80
15,3090,20
15,3094,8294
15,3095,148
15,3097,12886
15,3107,1122
15,3117,2174
15,3120,150
15,3123,50
15,3130,4882
15,3135,155
15,3136,15
15,3143,72
15,3153,25
15,3154,263
15,3155,24
15,3156,558
15,3162,1165
15,3168,265
15,3169,20
15,3177,103
15,3188,26
15,3191,7799
15,3192,24
15,3193,1625
15,3194,13188
15,3200,50
15,3202,165
15,3205,783
15,3207,2999
15,3210,50
15,3219,305
15,3220,264
15,3223,165
15,3224,29
15,3225,159
15,3228,6752
15,3237,469
15,3239,15
15,3249,486
15,3253,1867
15,3254,5
15,3261,20
15,3271,20
15,3276,5544
15,3284,20774
15,3285,5878
15,3288,190
15,3291,40
15,3300,25
15,3307,25
15,3337,77
15,3340,30
15,3341,30
15,3354,3713
15,3355,726
15,3364,779
15,3378,25
15,3382,68
15,3390,150
15,3393,55
15,3395,5
15,3415,404
15,3418,855
15,3422,25
15,3423,832
15,3424,125
15,3431,18
15,3433,255
15,3444,95
15,3445,33
15,3446,60
15,3450,674
15,3456,770
15,3461,30
15,3467,10
15,3470,60
15,3472,35
15,3478,150
15,3481,336
15,3483,10
15,3487,24
15,3488,478
15,3489,1369
15,3490,50
15,3500,50
15,3509,100
15,3517,36
15,3520,6800
15,3529,72
